tweet,label
is feeling very sad that so many buddies are leaving work   fb,-1
fighting a migraine  was supposed to visit w a friend today but i dont think thats going to happen,-1
just got accepted to people to people,1
mileycyrus hey miley love your songs  keep up the good work youre a great role model for young girls,1
worried about him tt is he ok how can fans do it,-1
bad weather in germany,-1
had a great evening god is moving god is moving,1
working on bible project actually enjoying it i love the bible,1
discovered that breaking nails hurts i broke 3 falling over,-1
is it bad that i feel sad that i got kicked our of an xbox live party of fun people,-1
im missing my baby,-1
noooo i have a cold and really sore throat  couldnt sleep at all last night either,-1
i think my usb stick died on me,-1
i cant help but feel dumb,-1
this sucks im in miami and its going to rain like all week,-1
im not having a good day ugh i just want it to be over,-1
umm nothing right now party at 7,1
ddlovato please could u help me  my mother ruined her life because i didnt liked the guy she was dating what should i do now,-1
i didnt know theyre still awake,1
i need food it took an hour to get to work this morning leaving me no time to get my morning coffee and bagel,-1
we dont know what weve got until we lose it but we dont know what weve been missing until it arrives,1
mileycyrus im from brazil thank you miley you are amazing,1
is feelin rough from last night but had a really good time,1
woo hoo for the 1st time all week ive managed 2 sleep past half 7 xxx,1
cavs lost lebron may be the king but he needs more help from his people  worst day ever,-1
survived the sat exam  and i am soooo exhausted,1
give me good songs for my ipod please,1
gods amazing aint he wonder if i did have so much faith in him like jesus i might play out death,1
thinks shes getting sick,-1
man im thinkin bout my ex girl july cant come no sooner,-1
aah everything is so confusing,-1
sooo bored right now,-1
missing my boy  bummer on the sleepover being a week away long rainy week first though,-1
now im awake again  got barely another hour in but still better than nothing right,1
getting sick again,-1
half of my face is burned,-1
this feeling wont go away,-1
my nephew called me to tell me he went pee pee on the toilet hes so proud of himself,1
im so weak prolly the cause of losing alot of blood last night   httptweetsg,-1
if not impossible,-1
got really bad sunburn all over my back,-1
oh man cant believe its been a week since the best day ever,-1
im seriously considering buying tickets to mileycyrus for her dublin show in december,1
head has been hurting since yesterday evening that makes me sad,-1
hangover time  im not reading back through tweets because im dreading to see what i wrote if anything,-1
is thinking of making an appointment for the doctors  i look ridiculous,-1
i dont like ugly hands,-1
ill see a movie right now but i dont now which one,1
ill be right here deep in your heart,1
mileycyrus im sorry i miss it when my brother leaves too,-1
finished a 5 k run felt like i could go forever feel good right now,1
just watched the crazy game and now i have to pee so bad  just thought everyone needed to know that,1
i dont think its fair that im sick again this year,-1
home from work 14 hours i shall die now,-1
has a sick husband that is going cheap,-1
finished chatting with my best friend and now i will go to sleep i wish friday would come already french spring festival,1
so frustrated i cant get twitterberry to work on my phone,-1
oh yeah im in desperate need of a new computer,-1
you know what i hate stupid people no one i know on twitter someone i know,1
wishing i was going home for one of my best friends birthday this weekend,-1
at the reception eating some nasty ass pasta woot but other than that its beautiful,1
why must the weather b so nice and then so bad all in 1 minute,-1
no one to text this late im pathetic oh well ill sleep and dream about you,1
too bad i wasnt out there with em chasing,-1
woop back over 100 followers,1
met some new people too  it was probably one of the better days in town tbh most of the time its cold and boring today it was warm,1
gonna be having rest for now and do more reviews hoping to pass my exams,1
my boyfriend just bought me tickets to american idol,1
just got back from a long bike ride with bf i feel awesome but my bike lock fell off my bike  second one ive lost,-1
saturday afternoon long weekend why do i feel tired,-1
actually feels depressed needs the forum back,-1
is reading new moon,1
mileycyrus your are a sweet amp an amazing person  have a good sunday,1
i got the jonas brothers stand home it would be freakin awesome if i liked them,-1
im really hungry but i need to ring up about a job so which is more important food or money i think we all know the answer,1
even though i can put my foot in my mouth sometimes its nice to know that some guys wont jet in a cloud of dust bc of it,1
watching top chef in my top chef shirt how cool am i,1
is sitting at her computer reading breaking dawn im seriously addicted to this book at the moment,1
im such an asshole,-1
getting ready for week  its too nice today to be stuck inside working,-1
two more classes thank you lord,1
is in the video chat room watching daniel amp vanessa sing for us lol,1
is listening to music,1
and i dont think i did that bad,1
i wanna watch the mtv awards now  dont hav the patience 2 wait till 2morrow xox,-1
just got back from school hard 2 weeks and i could pass it,1
after trying to make the vista start faster system is still running first success,1
is now thinking too much cant sleep,-1
almost done work but still along time to go sadly,-1
had fun at my last concert then hot some ice cream,1
wasting some time,1
only two weeks till my 16th birthday,1
after supper we watched brokeback mountain which is an awesome movie,1
man the swine flu is gettin worse and my city got the worse cases  the 4th person just died from it today,-1
ddlovato noooooo a few hours u are so cruel hahahaha jk say it say it,1
good morning u all  no rain  no rain no rain  i can get out and about,1
but im not complaining at all,1
my girl can drive again expect august coming soon,1
trying to get in some soccer practice before it rains,-1
just woke up ughhh its too early,-1
so happy this morning was crying from relief  never felt happier been given a second chance at life,1
teeth hurt,-1
single now  now i can do whatever in the fuck i want and not feel bad about it,1
very happy hubby called this morning and happy to finally be back home it was nice to get off early to celebrate success at work,1
donniewahlberg joeymcintyre jonathanrknight jordanknight dannywood its so wonderful to see how warm amp down to earth you guys are,1
as much as shes been annoying me lately i miss her,-1
celebrating my birthday again today yay,1
mileycyrus hey miley i like u songs,1
not well  had a heat stroke,-1
has a new favorite song,1
promised myself i wouldnt check email again today but am glad i did now,1
more computer problems had to rip out the hd and install a new one not sure what was wrong with the old one but it wouldnt work,-1
ok seriously im leaving for the gym now ill tweet u soon,1
happy birthday andy,1
close to 1000 followers  12 off i love you guys,1
cant sleep but he can,-1
imma be is my new favorite song,1
is extremely bored,-1
tommcfly oh tom i love you for wishing it was christmas  btw amsterdam was great see you in manchester,1
go see the hangover  is awesome,1
that was mos def the lo show tonight  magic did a good job of answering back this round but once again we were just better go lakers,1
sad its another boring day geez,1
i have a cold poor me,-1
i feel so ill today,-1
im watching the wedding singer  i love this movie  for real,1
jonasbrothers i like fly with me its such a sweet song  but i bet the others are gonna be great too,1
cant wait for exams to be over on friday  will be epic,1
gah its so windy here today that i think ill get blown over if i try to work in the garden,1
im so far behind on lost i think im still watching like season 2   i need to catch up badly,-1
ah its kinda confusing,-1
working on 3d avatar design for a friend,1
grilled chicken be turkey burgers  with friends,1
is loving the new paramore songs,1
have a terrible headache right now,-1
well damn if i didnt get on the bus going in the wrong direction  his sign was wrong,-1
for some reason when im sad i get sick,-1
yay  sunday roast dinner my favourite  though i hate eating meat,1
yay for heart burn,-1
oh oh oh cherry cherry boom boom,1
ugh iphone 30 not installing,-1
watching twilight for the 4th time,1
hello to all my new followers  hope ur having a great time on twitter,1
must do revision today,-1
is bored at work  and is sick of this rain,-1
yay trial complete  ill post them in a bit,1
i am sleeping in office,1
clouds are gathering over london another full moon missed,-1
knees is slightly sore,-1
is thinking theres only 11 and a half weeks til we meet our little man,1
stomach ache  at work,-1
playing i miss you miley cyrus,-1
pop goes the 90s is a great album to go running with,1
missing you   cant wait til 8,-1
hello to all my new followers and thank you for the follow,1
senior trip today   goin to six flags new england  txt tha cell,1
is playing dragon wars on facebook  i want a dragon lol,1
help iran and its people,-1
thanks for the comments on my new twitter page  trying not to take things too seriously,1
i am back computer died  but all is fixed now,-1
looking forward to enjoying the company of friends this sunday,1
i wanna sing and dance,1
dont feel well  doctors appointment needs to be made soon night,-1
i wanna watch the movie up   amp  i wanna go to six flags lets go yes,1
enjoying a fruit salad  work sun is shining in london town,1
i have a new favorite song,1
i have no idea how to comment to people,-1
morning all  and what a beautiful day it is torn between designing or going for a nice long walk in the sunshine,1
oooh and theres a hannah montana one too  i mean if ur into that kinda thing lol,1
finally the weekend ill be at be all weekend if anyone wants to come in amp visit amp play makeup,1
getting ready for my birthday dinner,1
ow my tummy hurts,-1
should be sleeping but forgot to note how super stoked i am that i was asked to teach my summer classes again in the fall,1
my daughter just surprised me with a very loving card my honey,1
swine flu havent reached here yet,1
is depressed after getting the worst mark ever in science,-1
its a beautiful day makes me happy,1
why cant i go to sleep  early flight in the am,-1
im sitting at my parents office 1 more day left of school,1
off 2 bed gotta wake up early,-1
how does it feel when you see your people dying for their freedom and here no one even knows where iran is on the map who cares i guess,-1
im hungry who wants 2 cook me sum breakfast please,1
shaundiviney ha sounds like your having a great night ha,1
pg party was huge i could hardly move but it was fun,1
oops i meant cab shirt,1
new harry potter movie,1
no sleep for the wicked there is money to be made and dammit im going to make it,1
i love shopping with my love,1
laying in bed watching a lot like love one of my favorite movies ever,1
spend a damn hour with whole damn panic damn,-1
i want to see the hangover,1
vacation  dr appt drop off the cleaning hitting the gym  day one of no smoking lets see how it goes,1
what the hell i cant switch it back now  this sucks im stuck with these nasty bright green until i get back on a computer,-1
just got back from the mall with a sweet new hat,1
absolutely a very bad day feeling sorry for myself,-1
sitting in bed this weekend was great actually oh well sore sore sore sore thanks to em well im sleepy,1
i am a terrible daughter,-1
i had 9 followers on twitter then i checked out 4 of them were spammers,-1
exhausted tomorrow ill be 16,1
aint about how fast i get there aint about whats waitin on the other side its the climb,1
if only she knew,1
why is it that when you have money to spend there is nothing you want to buy,-1
folks i love my peeps at starbucks not only do they make great coffee for me but they answer my off the wall writing s,1
my knees hurt,-1
m sneezing again,-1
feeling a little better amp nearly finished reading new moon  its so so good,1
sitting at home hungover as  i am so tired,-1
just woken up what a mess looking forward to a week of partying,1
sydney film festival is finally here,1
well just put my man on a train back to wales this morning   its gonna be a long day,-1
were losing,-1
no mtv movie awards here til tomorrow night means no new moon trailer,-1
talking to the love of my life   scott i love him,1
some people stopped and asked if i was ok while i waited for a lift by the side of the road  nice huh,1
im thinking burgers on the grill tonight,1
revision will happen today,1
has got a headache so no going outside for me,-1
van is fully packed now for our trip to va beach except the laptop  its always the last thing to go,1
what do you guys do when you cant sleep,-1
well twitters  i go away cuz i feel a bit sick  talk to you tomorrow,-1
ahhhh going to sleep school in the am,1
wow i feel so tired so early wow im drained,-1
in science class right now urgh stupid project dont wanna go to track after school too tired  lol,-1
what do you do when your family is falling apart,-1
mtv movie awards ahhhh so excited,1
only one more exam to go tomorrow,1
wonders what to do know since i got more time left than i thought id have  blah,-1
me and makeup are losing our connection,-1
today is soo not a good day 3 bad things already happened,-1
taking a shower and getting an early start on my day of nothing  maybe ill take some pictures today,1
oh  the song i am listening t was played at ma friends funeral,-1
im so ill today  wine is no longer my friend but lunch in the sun was brilliant and definately made my hangover feel better,1
when you enjoy your moments on the internet then theres a sudden urge and need for you to poop or take a piss bummer,-1
life is still upside down will this pain ever end   you dont know how much u miss someone till there not here,-1
pretty sure we passed the 30 pizza mark in an hour  thats a lot of food and orders keep coming not fun,-1
i dunno what to do this site seems to be interesting dont want to quit,1
no longer worried hard watching my little bro get older i wish i could just keep under my wing forever,-1
sad and lonely tonight  bf is off in france guess ill be watching bgt final tonight first time for everything,-1
my dog is sick  im going to do the mileycyrus thing amp ask people to please pray for her,-1
wossy could have been worse things they stole off you,1
so now that ive made my mess i can go to bed,1
omg i cannot stop coughing,-1
is it bad that i miss tweetdeck didnt bring my laptop home so i dont have it until friday,-1
got up extra early to hang out with a very special lady today,1
why is this going so slowly i just want to sleep,-1
listen to jonas brothers sing thinking of you,1
hates leaving her bf,-1
breakfast shaun its 100 mate  lol aww im hungry now lol,1
real hair dont care,1
at chicago  with my best friends,1
i am so so so so so bored of studying  really anyone got any other ideas than studying,-1
gooood morning   i hate not being able to sleep late,1
gfalcone601 youre so lucky to be able to see mcfly when you want  me im still waiting for us to come here,-1
britneyspears hi britney love the new album thx for the follow,1
because the games that you play keep driving me away,-1
very very tasty almost like real cake,1
watching one tree hill but in on a nice sunny day,-1
cant find my train card its going to be an expensive train tomorrow,-1
two days recovering from a sore throat,-1
argh ubuntu wont boot so stuck using xp and argh exam on monday argh and in other news m going shopping today,1
chilling with the fam party tomorow,1
off 2 disney florida now got upgraded to 1st  see u again friday night wish me luck first 4 years were awesome last year not so much,1
watching a music video on youtube,1
dads mad sick n goin 2 da hospital,-1
headed to church praise the lord,1
did some shopping for our upcoming vacation to disney,1
just had a tim buttons chicken snack wrap yum,1
kinda sad now,-1
its hot im frustrated i just want get away sigh,-1
be yourself  everybody else is already taken,1
is getting some final message prep in days like this make me happy our gathering is at night,1
youngq hopefully your coming to meet people with out meet amp greet,-1
enjoying sunset from the window opposite to my office seat,1
i am sad my profile picture went away and it wont come back,-1
went to the grocery good thing since i hadnt been for three weeks,1
im hurting all over and i dont think the pain will ever go away,-1
happy birthday daddy,1
last night was awesome thanks for a great acoustic show nick,1
doing my homework now   my arm hurts,-1
mileycyrus your movie isnt out until friday my dear no worries well all be seeing that too,1
is still feeling wide awake after only having 3 hours sleep so best get on with work then,-1
i hate how tired i am,-1
is excited about the mtv movie awards and the new moon trailer,1
no skool for me idk tha weather stinks  that my excuse,1
downloading songs on itunes,1
hello twitters ive been since 11 in the morning doing the science work with headache,1
watching house im very bored and i miss my bff soo much  cant wait til we go on our vacation in 2 weeks,-1
gm yall weekend and my sons here  hope your weekend will be as great as mine,1
sitting on my bed extremely bored  cant wait fr hols,-1
is getting worried about getting sick,-1
feeling sick this happens when i dont get enough sleep running on 3 hours,-1
still sick flu in the summer is the worst takes forever to get well,-1
life sucks i do have my reasons for saying that,-1
ughh i get everything i need to write and everyone decided were leaving great ill be back no worries  xo,1
after the tonight show with conan time to look up e3 2009,1
im sick  i missed the last day of school,-1
omg im so sad  i think the boys forgot about us,-1
yey its getting a little bit cold today unlike the previous days,1
wants more sleep  8am i hate you,-1
hangover not good,-1
thinking about what all happened last night wishing i knew what i did was the right thing  im confused,-1
thanks for the birthday dms,1
sitting in the garden enjoying the sun,1
i can do this yes yes i can,1
just watching the grey sky,1
dammit leave me alone im starting to hate her now,-1
studying for my geography exam again,1
yay yay going to lunch with one of my best friends,1
i dont win yeah ill be at home when theyll be in paris,-1
we made you  em is my fav song now  and fav vid atm em is back,1
excited about mtv movie awards i love watching awards shows that i wish i can go to one one day that would be awesome,1
i need money  i wish cars werent so expensive,-1
watching white chicks woot woot,1
so much for being on time today this week back is kicking my ass and im back to having crazy dreams that fuck up my sleep third day,-1
wish there was an itunes dj client for windows mobile,-1
tommcfly the new moon trailer is amazing,1
sleepy sleepy sleepy still need to shower pack a little more really starting to not want to leave anymore,-1
i had no breakfast this morning i already regret that  its 9 am now,-1
my book i was reading turned out to have an uber sad ending  bad times,-1
jonas brothers fly with me video was amazing,1
is pretty bored noone to talk to,-1
backstreetboys have a nice weekend for my lovely boys  i love you 4 so much  sweet kisses from me brazil,1
i gotta work tomorrow its 4am and im in the bathroom,-1
so never knew i could have a good day when it rains but i just had the best date ever,1
headed to a baby shower party party party all weekend its been fun,1
trying to put up a new pic and its not working,-1
u never learn ur lesson til u put urself thru the pain i know better now shame on me,-1
im extremely sore,-1
has a case of the mondays  nothing a little coffee wont fix,1
i really cba to do any work imma look through the havent college form thing again,1
just saw the first lightning bug of summer,1
exam is in an hour ill have hours to complete it  im scared,-1
dad bought me new stereo sing and dance all night yay,1
come on cavs they must not want it,-1
finally get 2 sleep in my bed words cannot explain how i feel,1
found them and no they werent on my face,1
design week finally finished  chill amp back to studio tonight,1
my throat hurts stupid weather,-1
i look cool haha i totally match too,1
had a nice nap but still feel like crap stress level high so may have to kiss going out tonight goodbye,-1
poor tiny baby bird fell from a tree amp is likely to die saved it from the cats but now im sad,-1
finally got my heels for grad,1
is so tired even though i just woke up from a nap,-1
i dont like it when people are mad at me,-1
still has a horrible headache but cant sleep,-1
today is all caps day  so you better type in all caps lt3,1
too hot cant sleep,-1
monica  yeah lets blame them theres always next time aha,1
just woke up with a cat in my face  haha,1
is sick and tired of bein sick and tired,-1
today is a beautiful day  gonna im enjoy it yay day off,1
grrrr youtube has been really slow and most videos i go to watch wont load my internet is perfect but youtube isnt  anyone else same,-1
oh man day 2 of being sick i really shouldve stayed home,-1
twitter is good to me while being bad to others,1
just got home had great fun with amy and michael,1
new moon trailer on the mtv movie awards tonight im excited,1
is stuck in work till 9pm,-1
huge head ache,-1
parents are gone party,1
id be way more stoked about life if i could type properly,-1
at the salon under the dryer the worst part of it all,-1
pain my head hurts so bad,-1
yea im in love im sooo in love amp its such a good thing god definitely blessed me,1
so happy after meet her and watch movie yeahh big smile,1
bought a blackberry today  yay,1
noodles and co for lunch,1
im hungry and my head hurts,-1
tgif even though i still have to work tomorrow,-1
ugh i wanna get out of the apartment right now,-1
yawn im going to bed now  and i still havent been able to talk to the boyfriend d,-1
missing people i shouldnt,-1
main law exam over  and only 2 more exams left then its all over,1
no more good sports on tv til football season,-1
he just left and i already miss him,-1
attempting to sleep my puppy is sick already,-1
sittin here chillin and talkin  not a bad way to start a saturday,1
watching next friday and eating my favorite kind of ice cream mint chocolate chip,1
perezhilton wouldnt he just go to jail,-1
damn you all for seeing the hangover i wanna go,-1
i honestly dont know who played worse rugby today  the lions or england,-1
24 hours til next exam not so screwed this week  yay,1
oh my mom is crying her eyes out i wanna do something but i cant,-1
wishing he would try hated so i can be with him again,-1
wished she had a car,-1
sitting outside the fox with everyone come visit us,1
sooooo cold and tired dont wana get out of bed,-1
sleep whats that hmmm,1
good morning tweets  enjoying iced coffee latte while doing my internet   email,1
bowling with friends and drinkin beer aw life is grand,1
have to feed my bloody dogs grr,1
its only been 15 days billy im soooo confused right now  x,-1
had a great conversation over yahoo with a great guy for 3 hours straight,1
mileycyrus i have hay fever,-1
jonathanrknight id share my latte with you just got back from a starbucks run myself,1
just watched the final jay leno tonight show  well miss him,-1
growing pains are good,1
trying to find friends on here but this is not working for me ugh,-1
oh god worst cramps of my life,-1
sitting in the sun in spain eating fruit,1
most people are waking up at this time i havent even gone to bed yet have to be up in an hr 12,-1
beautiful sunny day going to the mall to get my outfit for graduation,1
ashleytisdale congratulations on your award  x,1
i hurt my knee amp cant walk without pain,-1
hot french boy in my class all of a sudden my day just got better,1
heaven by mary mary is such a nice song,1
sorry for last night whatever it is i didnt mean to dont remember a thing so yea love love have a great weekend,1
im going to go see her screw it,1
i feel very ill,-1
bummed got lost had to cancel movie tickets,-1
wishes she was not stuck inside when we are finally having a nice summer day in la,-1
going to a friends birthday dinner in a while  wee,1
i feel terrible lol awesome party tho,1
wishing things could go back to how they used to be things change to much needing to calm down,-1
using the mouse too much gave my right hand massive cramps,-1
nose still sore  what else could i try,-1
goin to bed in a min just got done tryin to fix my old dvd player no luck,-1
the homework is coming alone well i should say  i can do it all you need is faith,1
tommcfly i hate it when you tease us  and youve been doing it so much lately,-1
amazing night in austin perfect summer evening,1
i need to go run a bath tbh but its so hot  ill just get all hot and bothered,-1
my little feeling are hurt,-1
im being bored with sophie,1
two good news in a day not bad not bad everyone around me is getting bless,1
why am i sick  now in june  uh oh and theres practice tomorrow,-1
mitchelmusso i want to but i cant call you cause i live in argentina  i really really love you mitchel youre awesome you rock,-1
got headache,-1
why do i feel sick all the time,-1
dress finished  now i have to finish my other 3 projects,1
hannah is just completely sad but my life would be quite possibly boring without her plus she has nice hair shame,1
decided not to sleep tonight dont know why hoping people will  will want to wake up early and head to madison park for the day,1
bad hair day,-1
kimkardashian unless you really want 2 but you got my answer,1
i miss home cant wait til i come back,1
is sleeping on the floor sigh i wish i had a bed,-1
all stuffy cant breathe good didnt sleep good dont wanna go to work not a pleasant start to my saturday,-1
this is my last week of school yall arent yall happy 4 me,1
i am so glad its friday i just got off work and im so tired,-1
i cant believe farrah fawcett passed away sad news,-1
is loving the tonight show with conan,1
is just loving the fact that it is 330 in the am and my lil daughter will not go back to sleep,-1
still sad over mad magazine,-1
gonna head out to incredible connection need to buy more flash drives,1
wine lots of wine makes everything better,1
on the flip side ive been packing for hours and i think if i had to stand up for much longer id probably start falling over foot fail,-1
sigh does this happiness ever stop apparently not  i am bored and i start school in a day help,1
ill keep you my dirty little secret,1
gonna go set up for senior prom  yay haha  thanks aaron for making us do this lol,1
isnt tired,1
lilyroseallen ohhh well looked up lyrics and they say slap maybe they are having a laugh with us then,1
just threw away all my english stuff feels soooo good,1
the hangover  very funny,1
bed time work in the morning so excited to sleep tonight nighty night,1
i lost my connection again damn it,-1
i still feel like doo doo hate being sick i miss drinking,-1
exams werent too bad,1
at least theres sort of an upside at least this person still wants to know where i am wat im doing,1
ddlovato demi im so excited for the concert in chile you rock i cant wait to see you you are sooooo cute,1
must do math revision  but failing,-1
home from work  hasnt been too bad today just waiting for tea and revising tonight the apprentice final anyone watching it x,1
i need nick right now he can make me laugh but sadly hes not on,-1
good morning twitterers i feel a headache coming on hope i can shake it before my day starts hope everyone has a blessed day,1
is soooooo sick  i feel like im dying,-1
ughhh i finals today  sucks sooo bad  i wish i could stay home again,-1
this is just a waste of  time just working all day,-1
going through security already miss my baby,-1
was very annoyed that my phone was not working today argh it is now though,1
helping a neighbor sign up for health insurance while also getting my 3 kinds showered  ready for bed,1
i am glad they play porn at the strip club i work at in dc   so they can play the ones where i am in them  good idea right,1
oooh wait no it hasnt  anything good on,1
what has happend to the lovely weather,-1
nothing horrible happened tonight just sucks a lot i miss my andrew,-1
someone shoot me worst night of sleep in a long time,-1
going out to dinner tonight we have to celebrate the purchase of an awesome new car  fb,1
man its a horrible day to be stuck inside working the sun wants me to go outside,-1
damn bit of a bummer about iphone 30 software being delayed until tomorrow,-1
taking the afternoon off going for a swim then star trek again,1
our knight didnt win  but its cool the yellow knight is hot and kept looking at me,-1
just now going to bed the sun is up and birds are singing,1
ddlovato your concert in brazil rocked congratulations,1
ups doesnt pick up on saturdays  still getting here before expected so i cant complain that much,1
computer crashed hard,-1
my head hurts a lot and im tired i want my mommy,-1
got lots to do  and no motivation to do it,-1
working kinda feel like throwing up,-1
mad at twitter for being so slow,-1
falling asleep fast headache,-1
i knew this was gonna happen so why didnt i stop it  hate this feeling,-1
the sad part is my kids will be gone for 7 weeks in 11 days,-1
watching scream  glad diversity won they was amazing good day today  loving the weather,1
mileycyrus they all stopped doing drugs,-1
still have at least another half hour wait before i can see a doctor sad panda,-1
my poor mother country of italy,-1
johncmayer love your music,1
hello sun   welcome back,1
have been sick all weekend,-1
what was the point of returning my wallet to the police station if ur gonna take all the shit tat was in there,-1
only has under 200 words left to write on her assignment,1
dont kno why i still feel like crap,-1
totally up right now,-1
i love playing on xbox live with my favorite boy,1
about to bake 50 cupcakes another long night  thank goodness schools is almost out,-1
gonna see if i cant sleep another couple of hours then maybe ill have lunch with myself,1
forums back up  barely a blip,1
right time to do something useful with the rest of sunday have not worked out what exactly yet but something useful,1
my weekend was shit besides friday but still im in so much pain from softball,-1
i got sand everywhere and am in the worst mood ever  i hate feeling this way,-1
been in bed all day and i still feel like crap i hate this,-1
slightly depressed dont think ive lost any weight this week,-1
i think it will take me another day to complete  i might have to leave my laptop on again,-1
wished i knew better le sigh,-1
rock and roll marathon tomorrow in san diego,1
love u so much  i hope see u again        fly with me 8 i really love this song it make remember u     miss u,-1
hes so cute when hes sleeping,1
why why why gotta go to see the dentist cant stay home and might go home late,-1
my ears are itchy on the inside its annoying meee,1
today was interesting but now im nursing my cut toe,-1
good morning twitter i enjoy my good coffee,1
that water park wore me out yesterday i havent been this sore in some time,-1
feeling stress  feels like so much need to do and not being done,-1
enjoying some ice cream and college softball awesome day awesome evening,1
i am so tired but i hate to stay up,-1
tonight  fun fun fun ahead shine i where well be,1
coffee is my best friend,1
at my 5 year old cousins ballet recital,1
i need a doctor it almost made me cry getting into bed what have i done to my tummy,-1
ive decided fuck everyone else ive gotta make him mine,1
heavy traffic  im not even sure if i can make it to the next orientation great start of the day,-1
im gonna post my makeup look of the day almost everyday good idea right,1
well i got most stuff on my to do list checked off just need to do that ty speech its so sunny outside lovin it,1
lilyroseallen sorry to keep saying,1
new picture cant wait for new harry potter movie,1
davidarchie have a safe trip and thanks again for the fun concert,1
now harry potter 6 and ice cream,1
still no hot water  cold showers suck,-1
im so tired im crying  i need to get up,-1
friends come and go simple as that enjoy,1
went shopping with hannah bought her first pair of high heels she loves them,1
waiting for the bus why it hasnt arrived yet im starving to death,-1
finally at home and working on some homework my laptop crashed so now i have to use my parents desktop which is really slow,-1
to go or not to go ugh i think im happier here,1
my hands are cold last night i was sooo cold was ridiculous life might be picking up time for change i think  some1 hang 2day,1
why the hell do i even bother i try to be nice i care about people i dont even know and then they treat me like crap what the hell,-1
working all weekend ugh,-1
was offered 30 for my old car  am going to keep trying see if i can get a bit more she has cupcakes on for goodness sake,-1
about to buy sway sway baby tickets hope theres some left,1
at the besties house  fun fun fun,1
is the new miley cyrus book good hope so ordered it,1
work work work if i dont shut down tweet deck ill never get any done,-1
sigh doesnt even want to talk about things,-1
ps thank god i only have school just til thursday its a holiday here,1
tracecyrus you guys are awesome good luck on your upcoming performance,1
learning the angel theme song on piano almost finished with it,1
still up ugh,1
taking care of my sick little penny puppy,-1
tonight is going to be fun fun fun,1
getting ready to hit the sack gnight everyone,1
shed sooo many tears this week,-1
well thats two weeks down with alcohol just another 4 to go,-1
loved loved loved taylor swift tonight  taylorswift13 you were awesome  thanks for performing,1
i left my phone at home            i cant live without my phone,-1
hi everyone i will add some friends today nice to meet you guys  nice day,1
just got destroyed by pack at pool,-1
sophie just had a laughing fit that lasted like 5 minutes best sound in the world,1
i am so drunk right now,1
back from the bath and west show with sunburn on both arms and back of legs painful managed to get some decent items as well,1
never leaving my bed i dont wanna go to training tomorrow,-1
100 to get a outfit im tired and dont feel like going out,-1
i have got a bit of a headache  boo,-1
trying to read for the exams,-1
bored i wish people would answer me back,1
cant wait for her family to be here on thursday just in time for my birthday,1
mileycyrus i love that song,1
i need a nap  but i cant,-1
watching extreme rules,1
dinner tastes really good right now and yes i am eating dinner at 11 something at night thats my schedule,1
my iphone is broken cant get any apps anything from itunes or the iphone update     fb,-1
oh ill always love shaun smith hes gorgeous and has a damn good voice,1
off to meet a friend at starbucks at a way toooo early summer hour but she is definitely worth it,1
feeling like a flu is coming my way  looks like a vitamin c run to the grocery store,1
horrible day guess whos ill,-1
so tired from work i wish i had a long weekend,-1
alexalltimelow i cant sleep either,-1
feeling awful shower and nap,-1
is in traffic,-1
lets just say she prob wont have back problems either,1
isnt going to school because theres no point,1
not gonna lie i actually miss hanging out with the puppies,-1
smiling eyes make me smile good night,1
time to enjoy sunday evening with my daughter,1
if i update 23 more times ill have 300 updates  make that 22 more times,1
picked my wedding dress,1
up at 4 am this morning too much to do seems evil that i had to get up this early on a saturday ill make up for it tomorrow,1
has a cold and feels like shit,-1
very very bored and has bad head ache,-1
doesnt mean you can shake her  shes only a month old stupid bitch god i hate this family,-1
at the social,1
goin to bed early i think im gettin sick,-1
wow are you serious another draw for the chicago fire thats 5 in a row well at least theyre not losing game but we need a win soon,1
im soooo obsessed i wanna cry,1
woke up way too early this am,-1
walking to the beach to read and get a fabulous latte,1
aint about how fast i get there aint about whats waiting on the other side its the climb  i so love miley cyrus xd,1
billy ray plays a left handed guitar on the show,1
is sick   no not with swine flu,-1
off school still woke up at the crack of dawn though,-1
missing my hair even though i didnt cut that much,1
it is way too damn early need sleep  im gonna die,-1
wondering why im not getting the call ive been waiting on   its making me kinda sad fuck  this is annoying,-1
doesnt know what to think anymore i hope this doesnt change a thing,-1
signing up to twitter cause i have to for uni,-1
having lunch in the sun yeah such a great day,1
i cant do this  me  very very upset,-1
i havent tweeted in 4 hours  its cause my phone ran outta battery,-1
i am actually in love with all the new jonas brothers songs amazing,1
haha everybody fell asleep during the end of transformers  it was cute,1
pink  its not warm in philly anymore,-1
getting tired off to bed soon  missing my hubby   fb,-1
hi there  so sorry if i havent replied this morning cant,-1
my knee is killing me wish i never had the surgery,-1
just had a very large vodka may need another feeling pretty low tonight,-1
am at work  got another job tho just a few hours at night roll on the cash,-1
youll always mean so much to me its hard to believe this,-1
the job market here is terrible  could move back to nj where i know i have a job but my little sister needs me right now what to do,-1
i missed the mtv movie awards and the hills,-1
i am glad to say the mountain bike is fixed cleaned and ready to ride,1
no more lost for 8 months how can this be,-1
ps i hope i get some sleep nervous about tommorrow,-1
no parties this weekend  just me and my final paper sucks,-1
just ate some fresh baked chocolate chip cookies now i feel sick,-1
need to fix bracelet,1
watching mtv music awards,1
home at last gotta do laundry tho,-1
sad bored and lonely on skype,-1
